task_name,seed,env,ordering,event_index,model,iteration,stage,memory_mb,rank_profile_json,rank_max,rank_mean,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27
HM12_state40_action50_iter30_orderpam_spectral_seed1_formal5080,1,HM12,pam_spectral,1,advantage,1,after_compute,8.945152,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1851851851851851,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM12_state40_action50_iter30_orderpam_spectral_seed1_formal5080,1,HM12,pam_spectral,2,advantage,1,after_compute,8.838656,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1851851851851851,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM12_state40_action50_iter30_orderpam_spectral_seed1_formal5080,1,HM12,pam_spectral,3,advantage,1,after_compute,8.846848,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1851851851851851,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM12_state40_action50_iter30_orderpam_spectral_seed1_formal5080,1,HM12,pam_spectral,4,advantage,1,after_compute,8.846848,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1851851851851851,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM12_state40_action50_iter30_orderpam_spectral_seed1_formal5080,1,HM12,pam_spectral,5,advantage,1,after_compute,8.859136,"[3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.8148148148148149,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1
HM12_state40_action50_iter30_orderpam_spectral_seed1_formal5080,1,HM12,pam_spectral,6,advantage,1,after_compute,8.932864,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 4, 3, 2, 3, 2, 3, 2, 3, 3, 3, 2, 3, 3, 2]",4,2.925925925925926,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,2,3,2,3,2,3,3,3,2,3,3,2
HM12_state40_action50_iter30_orderpam_spectral_seed1_formal5080,1,HM12,pam_spectral,7,advantage,1,after_compute,9.051136,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 5, 4, 3, 4, 3, 3, 2, 3, 4, 3, 2, 3, 3, 2]",5,3.259259259259259,3,3,3,3,4,3,4,3,4,3,4,3,4,5,4,3,4,3,3,2,3,4,3,2,3,3,2
HM12_state40_action50_iter30_orderpam_spectral_seed1_formal5080,1,HM12,pam_spectral,8,advantage,1,after_compute,9.091584,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 5, 4, 3, 4, 3, 4, 3, 4, 4, 3, 2, 3, 3, 2]",5,3.3703703703703702,3,3,3,3,4,3,4,3,4,3,4,3,4,5,4,3,4,3,4,3,4,4,3,2,3,3,2
HM12_state40_action50_iter30_orderpam_spectral_seed1_formal5080,1,HM12,pam_spectral,9,advantage,1,after_compute,9.113088,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 5, 4, 3, 4, 3, 4, 3, 4, 4, 3, 2, 3, 3, 2]",5,3.3703703703703702,3,3,3,3,4,3,4,3,4,3,4,3,4,5,4,3,4,3,4,3,4,4,3,2,3,3,2
HM12_state40_action50_iter30_orderpam_spectral_seed1_formal5080,1,HM12,pam_spectral,10,advantage,1,after_compute,9.113088,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 5, 4, 3, 4, 3, 4, 3, 4, 4, 3, 2, 3, 3, 2]",5,3.3703703703703702,3,3,3,3,4,3,4,3,4,3,4,3,4,5,4,3,4,3,4,3,4,4,3,2,3,3,2
