task_name,seed,env,ordering,event_index,model,iteration,stage,memory_mb,rank_profile_json,rank_max,rank_mean,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,1,advantage,1,after_compute,8.807936,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.263157894736842,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,2,advantage,1,after_compute,8.756736,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.263157894736842,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,3,advantage,1,after_compute,8.764928,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.263157894736842,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,4,advantage,1,after_compute,8.764928,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.263157894736842,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,5,advantage,1,after_compute,8.764928,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.263157894736842,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,6,advantage,1,after_compute,8.771584,"[3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.631578947368421,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,7,advantage,1,after_compute,8.82176,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 3, 2, 3, 2, 2]",4,3.1052631578947367,3,3,3,3,4,3,4,3,4,3,4,3,4,3,3,2,3,2,2
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,8,advantage,1,after_compute,8.91648,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 3, 2, 2]",4,3.210526315789474,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,3,2,2
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,9,advantage,1,after_compute,8.924672,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 3, 2, 2]",4,3.210526315789474,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,3,2,2
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,10,advantage,1,after_compute,8.924672,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 3, 2, 2]",4,3.210526315789474,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,3,2,2
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,11,advantage,1,after_compute,8.924672,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 3, 2, 2]",4,3.210526315789474,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,3,2,2
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,12,advantage,1,after_compute,8.924672,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 3, 2, 2]",4,3.210526315789474,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,3,2,2
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,13,advantage,1,after_compute,8.924672,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 3, 2, 2]",4,3.210526315789474,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,3,2,2
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,14,advantage,1,after_compute,8.924672,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 3, 2, 2]",4,3.210526315789474,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,3,2,2
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,15,advantage,1,after_compute,8.931328,"[3, 5, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 3, 2, 2]",5,3.3684210526315788,3,5,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,2,2
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,16,advantage,1,after_compute,8.953856,"[4, 5, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 3, 2, 2]",5,3.4210526315789473,4,5,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,2,2
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,17,advantage,1,after_compute,8.96512,"[4, 5, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 4, 5, 4, 4, 3, 2]",5,3.6842105263157894,4,5,4,3,4,3,4,3,4,3,4,3,4,4,5,4,4,3,2
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,18,advantage,1,after_compute,8.983552,"[4, 5, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 4, 4, 3, 2]",5,3.5789473684210527,4,5,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,3,2
HM8_actuator_relabelled_state40_action50_iter30_orderreverse_blocks_seed0_formal5080,0,HM8_actuator_relabelled,reverse_blocks,19,advantage,1,after_compute,8.992768,"[4, 5, 4, 3, 4, 3, 4, 3, 4, 4, 5, 4, 6, 5, 6, 5, 5, 4, 2]",6,4.2105263157894735,4,5,4,3,4,3,4,3,4,4,5,4,6,5,6,5,5,4,2
